YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,DoseAdditional2,DoseAdditional3,DoseAdditional4,DoseAdditional5,UnknownDose,Region,TargetGroup,Vaccine,Population
2022-W30,FR,,,,199,,275,2080,23331,370,0,0,0,FRH,ALL,UNK,67871925
2022-W30,FR,,,,383,,1096,5705,40352,577,0,0,0,FRK,ALL,UNK,67871925
2022-W30,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,AZ,67871925
2022-W30,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W30,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.4-5,67871925
2022-W11,FR,53438508.0,3616320.0,0.0,6466,,21919,71406,73057,52,0,0,0,FR,ALL,COM,67871925
2022-W11,FR,53438508.0,0.0,0.0,36,,22,25,6,0,0,0,0,FR,ALL,JANSS,67871925
2022-W11,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.1,67871925
2022-W11,FR,184863.0,,,193,,275,631,26,0,0,0,0,FRY3,ALL,UNK,67871925
2022-W11,FR,,,,2376,,6645,18466,18230,13,0,0,0,FR1,ALL,UNK,67871925
2022-W11,FR,,,,428,,1266,3785,4031,3,0,0,0,FRD,ALL,UNK,67871925
2022-W20,FR,,,,35,,40,193,576,1,0,0,0,FRM,ALL,UNK,67871925
2022-W31,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,AZ,67871925
2022-W31,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W31,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.4-5,67871925
2022-W31,FR,285354.0,,,48,,54,99,172,2,0,0,0,FRY2,ALL,UNK,67871925
2022-W31,FR,147670.0,,,91,,117,450,33,0,0,0,0,FRY5,ALL,UNK,67871925
2022-W31,FR,,,,115,,197,1032,10816,231,0,0,0,FRC,ALL,UNK,67871925
2022-W31,FR,,,,234,,431,2227,20630,449,0,0,0,FRF,ALL,UNK,67871925
2022-W31,FR,,,,1648,,1168,2074,1281,25,0,0,0,UNK,ALL,UNK,67871925
2022-W30,FR,285354.0,,,60,,99,144,294,2,0,0,0,FRY2,ALL,UNK,67871925
2022-W30,FR,147670.0,,,115,,164,641,65,0,0,0,0,FRY5,ALL,UNK,67871925
2022-W30,FR,,,,154,,288,1652,16903,250,0,0,0,FRC,ALL,UNK,67871925
2022-W30,FR,,,,312,,613,3351,31043,506,0,0,0,FRF,ALL,UNK,67871925
2022-W30,FR,,,,2122,,1303,2261,1798,38,0,0,0,UNK,ALL,UNK,67871925
2022-W33,FR,,,,104,,286,1248,10647,384,0,0,0,FRE,ALL,UNK,67871925
2022-W33,FR,,,,64,,138,694,7119,158,0,0,0,FRH,ALL,UNK,67871925
2022-W33,FR,,,,162,,408,1606,11000,277,0,0,0,FRK,ALL,UNK,67871925
2022-W33,FR,,,,1046,,932,1169,768,27,0,0,0,UNK,ALL,UNK,67871925
2022-W21,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,AZ,67871925
2022-W21,FR,285354.0,,,97,,144,298,209,1,0,0,0,FRY2,ALL,UNK,67871925
2022-W21,FR,147670.0,,,104,,129,446,40,0,0,0,0,FRY5,ALL,UNK,67871925
2022-W21,FR,,,,190,,268,1468,5871,31,0,0,0,FRH,ALL,UNK,67871925
2022-W21,FR,,,,428,,1218,4637,13195,48,0,0,0,FRK,ALL,UNK,67871925
2022-W21,FR,,,,1645,,933,2807,850,3,0,0,0,UNK,ALL,UNK,67871925
2022-W32,FR,53438508.0,0.0,0.0,3010,,4938,18001,150002,3292,0,0,0,FR,ALL,COM,67871925
2022-W32,FR,53438508.0,0.0,0.0,17,,2,4,5,0,0,0,0,FR,ALL,JANSS,67871925
2022-W32,FR,184863.0,,,30,,68,78,55,0,0,0,0,FRY3,ALL,UNK,67871925
2022-W32,FR,,,,517,,1201,3442,14352,304,0,0,0,FR1,ALL,UNK,67871925
2022-W32,FR,,,,93,,192,894,10013,257,0,0,0,FRD,ALL,UNK,67871925
2022-W32,FR,,,,388,,759,1689,8796,182,0,0,0,FRL,ALL,UNK,67871925
2022-W33,FR,53438508.0,,,0,,0,0,0,0,0,0,0,FR,ALL,UNK,67871925
2022-W31,FR,53438508.0,0.0,0.0,3641,,5804,27255,218772,4291,0,0,0,FR,ALL,COM,67871925
2022-W28,FR,53438508.0,0.0,0.0,30,,4,6,10,0,0,0,0,FR,ALL,JANSS,67871925
2022-W28,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.1,67871925
2022-W12,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.4-5,67871925
2022-W12,FR,285354.0,,,168,,236,727,81,0,0,0,0,FRY2,ALL,UNK,67871925
2022-W12,FR,147670.0,,,97,,199,447,20,0,0,0,0,FRY5,ALL,UNK,67871925
2022-W12,FR,,,,271,,713,2554,5523,3,0,0,0,FRC,ALL,UNK,67871925
2022-W12,FR,,,,638,,1637,5488,10427,10,0,0,0,FRF,ALL,UNK,67871925
2022-W12,FR,,,,711,,1614,5830,11950,11,0,0,0,FRI,ALL,UNK,67871925
2022-W33,FR,320574.0,,,53,,79,85,136,0,0,0,0,FRY1,ALL,UNK,67871925
2022-W33,FR,641065.0,,,81,,139,284,486,11,0,0,0,FRY4,ALL,UNK,67871925
2022-W33,FR,,,,63,,145,781,8626,194,0,0,0,FRG,ALL,UNK,67871925
2022-W33,FR,,,,204,,388,1274,9166,200,0,0,0,FRJ,ALL,UNK,67871925
2022-W33,FR,,,,9,,19,40,144,4,0,0,0,FRM,ALL,UNK,67871925
2022-W34,FR,53438508.0,0.0,0.0,171,,209,33,19,9,0,0,0,FR,ALL,NVXD,67871925
2022-W34,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,SGSK,67871925
2022-W34,FR,,,,92,,165,588,6460,247,0,0,0,FRB,ALL,UNK,67871925
2022-W34,FR,,,,167,,370,1339,11430,454,0,0,0,FRE,ALL,UNK,67871925
2022-W34,FR,,,,112,,167,781,8412,228,0,0,0,FRH,ALL,UNK,67871925
2022-W34,FR,,,,203,,506,1753,12953,351,0,0,0,FRK,ALL,UNK,67871925
2022-W34,FR,,,,1293,,968,1195,867,18,0,0,0,UNK,ALL,UNK,67871925
2022-W13,FR,53438508.0,0.0,0.0,6784,,15251,64713,135876,181,0,0,0,FR,ALL,COM,67871925
2022-W13,FR,53438508.0,0.0,0.0,41,,16,21,5,0,0,0,0,FR,ALL,JANSS,67871925
2022-W13,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.1,67871925
2022-W13,FR,184863.0,,,173,,227,451,32,0,0,0,0,FRY3,ALL,UNK,67871925
2022-W13,FR,,,,2248,,5345,18052,26497,29,0,0,0,FR1,ALL,UNK,67871925
2022-W13,FR,,,,374,,803,3019,9525,13,0,0,0,FRD,ALL,UNK,67871925
2022-W13,FR,,,,947,,2135,6492,12152,18,0,0,0,FRL,ALL,UNK,67871925
2022-W28,FR,53438508.0,,,0,,0,0,0,0,0,0,0,FR,ALL,UNK,67871925
2022-W31,FR,53438508.0,0.0,0.0,28,,5,7,3,0,0,0,0,FR,ALL,JANSS,67871925
2022-W31,FR,184863.0,,,77,,49,117,85,0,0,0,0,FRY3,ALL,UNK,67871925
2022-W31,FR,,,,550,,1546,6058,23464,450,0,0,0,FR1,ALL,UNK,67871925
2022-W31,FR,,,,261,,487,2846,30354,581,0,0,0,FRI,ALL,UNK,67871925
2022-W31,FR,,,,424,,839,2424,13497,303,0,0,0,FRL,ALL,UNK,67871925
2022-W07,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,SGSK,67871925
2022-W07,FR,641065.0,,,971,,3493,13083,306,1,0,0,0,FRY4,ALL,UNK,67871925
2022-W07,FR,,,,1348,,6944,29341,1576,0,0,0,0,FRB,ALL,UNK,67871925
2022-W07,FR,,,,3307,,17805,67388,3367,2,0,0,0,FRE,ALL,UNK,67871925
2022-W07,FR,,,,1705,,8102,38833,2178,0,0,0,0,FRH,ALL,UNK,67871925
2022-W07,FR,,,,3385,,22794,90075,3211,2,0,0,0,FRK,ALL,UNK,67871925
2022-W35,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,AZ,67871925
2022-W35,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W35,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.4-5,67871925
2022-W35,FR,285354.0,,,65,,53,102,80,1,0,0,0,FRY2,ALL,UNK,67871925
2022-W35,FR,147670.0,,,61,,43,143,11,1,0,0,0,FRY5,ALL,UNK,67871925
2022-W35,FR,,,,103,,175,669,5622,156,0,0,0,FRC,ALL,UNK,67871925
2022-W35,FR,,,,214,,315,1349,10998,322,0,0,0,FRF,ALL,UNK,67871925
2022-W35,FR,,,,241,,408,1633,14813,433,0,0,0,FRI,ALL,UNK,67871925
2022-W26,FR,,,,226,,342,2457,27801,189,0,0,0,FRH,ALL,UNK,67871925
2022-W40,FR,53438508.0,0.0,0.0,117,,150,374,2475,246,0,0,0,FR,ALL,MOD,67871925
2022-W40,FR,53438508.0,0.0,0.0,111,,93,31,96,14,0,0,0,FR,ALL,NVXD,67871925
2022-W40,FR,320574.0,,,90,,83,87,55,0,0,0,0,FRY1,ALL,UNK,67871925
2022-W40,FR,641065.0,,,58,,64,129,177,9,0,0,0,FRY4,ALL,UNK,67871925
2022-W40,FR,,,,84,,134,501,6038,454,0,0,0,FRB,ALL,UNK,67871925
2022-W40,FR,,,,256,,383,1135,8033,713,0,0,0,FRJ,ALL,UNK,67871925
2022-W40,FR,,,,7,,20,55,219,54,0,0,0,FRM,ALL,UNK,67871925
2022-W08,FR,53438508.0,2689000.0,0.0,17728,,80063,296511,23043,13,0,0,0,FR,ALL,COM,67871925
2022-W08,FR,53438508.0,0.0,0.0,111,,29,45,19,0,0,0,0,FR,ALL,JANSS,67871925
2022-W09,FR,53438508.0,2740170.0,0.0,13737,,49748,179930,23274,10,0,0,0,FR,ALL,COM,67871925
2022-W16,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,AZ,67871925
2022-W16,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W16,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.4-5,67871925
2022-W16,FR,147670.0,,,81,,155,460,55,0,0,0,0,FRY5,ALL,UNK,67871925
2022-W16,FR,,,,245,,377,2126,7050,26,0,0,0,FRC,ALL,UNK,67871925
2022-W16,FR,,,,472,,934,4092,11345,45,0,0,0,FRF,ALL,UNK,67871925
2022-W16,FR,,,,538,,897,4675,15129,52,0,0,0,FRI,ALL,UNK,67871925
2022-W16,FR,,,,828,,1564,5318,11710,36,0,0,0,FRL,ALL,UNK,67871925
2022-W09,FR,53438508.0,0.0,0.0,79,,25,30,11,0,0,0,0,FR,ALL,JANSS,67871925
2022-W46,FR,53438508.0,3864000.0,0.0,1651,,1952,12491,184581,79988,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W46,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.4-5,67871925
2022-W46,FR,184863.0,,,22,,19,31,40,4,0,0,0,FRY3,ALL,UNK,67871925
2022-W46,FR,,,,144,,215,1092,17414,5970,0,0,0,FRF,ALL,UNK,67871925
2022-W46,FR,,,,213,,244,1417,21135,9830,0,0,0,FRI,ALL,UNK,67871925
2022-W46,FR,,,,312,,438,1194,12401,5923,0,0,0,FRL,ALL,UNK,67871925
2022-W47,FR,53438508.0,0.0,0.0,5,,7,8,0,1,0,0,0,FR,ALL,JANSS,67871925
2022-W47,FR,53438508.0,312000.0,0.0,53,,70,327,4912,2095,0,0,0,FR,ALL,MODBA.1,67871925
2022-W47,FR,53438508.0,,,0,,0,0,0,0,0,0,0,FR,ALL,UNK,67871925
2022-W47,FR,,,,323,,701,2526,24888,13856,0,0,0,FR1,ALL,UNK,67871925
2022-W47,FR,,,,55,,76,570,10567,4484,0,0,0,FRD,ALL,UNK,67871925
2022-W47,FR,,,,59,,95,858,13270,5696,0,0,0,FRG,ALL,UNK,67871925
2022-W47,FR,,,,208,,317,1353,16544,7145,0,0,0,FRJ,ALL,UNK,67871925
2022-W47,FR,,,,12,,16,58,656,279,0,0,0,FRM,ALL,UNK,67871925
2022-W27,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,AZ,67871925
2022-W27,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W27,FR,285354.0,,,116,,141,311,587,2,0,0,0,FRY2,ALL,UNK,67871925
2022-W27,FR,147670.0,,,128,,169,791,110,0,0,0,0,FRY5,ALL,UNK,67871925
2022-W27,FR,,,,251,,463,2647,27631,227,0,0,0,FRC,ALL,UNK,67871925
2022-W27,FR,,,,2653,,1739,3404,2699,44,0,0,0,UNK,ALL,UNK,67871925
2022-W48,FR,53438508.0,0.0,0.0,7,,23,51,239,97,0,0,0,FR,ALL,MOD,67871925
2022-W48,FR,53438508.0,170000.0,0.0,83,,58,31,147,49,0,0,0,FR,ALL,NVXD,67871925
2022-W48,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,SGSK,67871925
2022-W48,FR,320574.0,,,84,,42,61,154,67,0,0,0,FRY1,ALL,UNK,67871925
2022-W48,FR,641065.0,,,41,,65,170,344,77,0,0,0,FRY4,ALL,UNK,67871925
2022-W48,FR,,,,56,,101,527,10175,5194,0,0,0,FRB,ALL,UNK,67871925
2022-W48,FR,,,,126,,215,1379,18822,7978,0,0,0,FRE,ALL,UNK,67871925
2022-W48,FR,,,,68,,95,839,15587,7005,0,0,0,FRH,ALL,UNK,67871925
2022-W49,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,AZ,67871925
2022-W49,FR,53438508.0,0.0,0.0,2274,,2699,20398,384540,187907,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W09,FR,184863.0,,,139,,365,627,21,0,0,0,0,FRY3,ALL,UNK,67871925
2022-W09,FR,,,,3787,,14088,46009,4408,0,0,0,0,FR1,ALL,UNK,67871925
2022-W09,FR,,,,678,,3313,10811,1606,2,0,0,0,FRD,ALL,UNK,67871925
2022-W09,FR,,,,1759,,6473,16865,2013,0,0,0,0,FRL,ALL,UNK,67871925
2022-W17,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.1,67871925
2022-W17,FR,53438508.0,,,0,,0,0,0,0,0,0,0,FR,ALL,UNK,67871925
2022-W17,FR,184863.0,,,129,,178,287,55,0,0,0,0,FRY3,ALL,UNK,67871925
2022-W17,FR,,,,1762,,4535,15096,26904,98,0,0,0,FR1,ALL,UNK,67871925
2022-W17,FR,,,,284,,582,2853,10706,43,0,0,0,FRD,ALL,UNK,67871925
2022-W17,FR,,,,399,,743,3793,13673,43,0,0,0,FRG,ALL,UNK,67871925
2022-W49,FR,285354.0,,,35,,31,84,379,116,0,0,0,FRY2,ALL,UNK,67871925
2022-W49,FR,147670.0,,,45,,48,297,57,4,0,0,0,FRY5,ALL,UNK,67871925
2022-W49,FR,,,,94,,102,919,16084,7531,0,0,0,FRC,ALL,UNK,67871925
2022-W49,FR,,,,155,,327,2772,47459,21284,0,0,0,FRK,ALL,UNK,67871925
2022-W49,FR,,,,1345,,693,867,1931,791,0,0,0,UNK,ALL,UNK,67871925
2022-W50,FR,53438508.0,0.0,0.0,632,,757,1830,6759,3008,0,0,0,FR,ALL,COM,67871925
2022-W50,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.4-5,67871925
2022-W50,FR,184863.0,,,34,,26,45,176,33,0,0,0,FRY3,ALL,UNK,67871925
2022-W50,FR,,,,202,,322,2823,52438,28804,0,0,0,FRI,ALL,UNK,67871925
2022-W50,FR,,,,325,,462,2494,37597,19478,0,0,0,FRL,ALL,UNK,67871925
2022-W18,FR,53438508.0,0.0,0.0,672,,1252,4726,9679,62,0,0,0,FR,ALL,MOD,67871925
2022-W18,FR,53438508.0,0.0,0.0,800,,555,92,55,1,0,0,0,FR,ALL,NVXD,67871925
2022-W18,FR,320574.0,,,192,,197,409,121,0,0,0,0,FRY1,ALL,UNK,67871925
2022-W18,FR,641065.0,,,449,,484,1554,585,0,0,0,0,FRY4,ALL,UNK,67871925
2022-W47,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,AZ,67871925
2022-W47,FR,53438508.0,2476800.0,0.0,1515,,1836,11668,168087,77722,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W47,FR,285354.0,,,58,,23,36,115,32,0,0,0,FRY2,ALL,UNK,67871925
2022-W47,FR,147670.0,,,17,,38,289,31,6,0,0,0,FRY5,ALL,UNK,67871925
2022-W47,FR,,,,76,,86,612,8268,3502,0,0,0,FRC,ALL,UNK,67871925
2022-W47,FR,,,,167,,302,1574,22740,9816,0,0,0,FRK,ALL,UNK,67871925
2022-W47,FR,,,,950,,514,663,1156,460,0,0,0,UNK,ALL,UNK,67871925
2022-W28,FR,53438508.0,0.0,0.0,5067,,9087,52895,435049,4616,0,0,0,FR,ALL,COM,67871925
2022-W28,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.4-5,67871925
2022-W28,FR,184863.0,,,63,,110,219,140,0,0,0,0,FRY3,ALL,UNK,67871925
2022-W36,FR,53438508.0,0.0,0.0,3460,,4329,15261,121544,3969,0,0,0,FR,ALL,COM,67871925
2022-W36,FR,53438508.0,0.0,0.0,14,,5,7,3,0,0,0,0,FR,ALL,JANSS,67871925
2022-W36,FR,53438508.0,488400.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.1,67871925
2022-W36,FR,184863.0,,,94,,52,63,31,0,0,0,0,FRY3,ALL,UNK,67871925
2022-W36,FR,,,,663,,1088,3491,14461,507,0,0,0,FR1,ALL,UNK,67871925
2022-W36,FR,,,,89,,125,671,7535,232,0,0,0,FRD,ALL,UNK,67871925
2022-W22,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W22,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.4-5,67871925
2022-W22,FR,,,,207,,386,1690,7367,33,0,0,0,FRC,ALL,UNK,67871925
2022-W51,FR,53438508.0,0.0,0.0,16,,3,3,0,0,0,0,0,FR,ALL,JANSS,67871925
2022-W51,FR,53438508.0,1999750.0,0.0,76,,79,388,7778,3753,0,0,0,FR,ALL,MODBA.1,67871925
2022-W51,FR,53438508.0,,,0,,0,0,0,0,0,0,0,FR,ALL,UNK,67871925
2022-W51,FR,320574.0,,,39,,37,49,340,108,0,0,0,FRY1,ALL,UNK,67871925
2022-W51,FR,,,,68,,94,782,13745,7785,0,0,0,FRD,ALL,UNK,67871925
2022-W51,FR,,,,56,,113,1098,18182,9326,0,0,0,FRG,ALL,UNK,67871925
2022-W51,FR,,,,227,,256,1714,26091,14051,0,0,0,FRJ,ALL,UNK,67871925
2022-W51,FR,,,,7,,8,53,1026,414,0,0,0,FRM,ALL,UNK,67871925
2022-W22,FR,,,,463,,844,3514,13116,83,0,0,0,FRF,ALL,UNK,67871925
2022-W22,FR,,,,504,,788,3815,18477,81,0,0,0,FRI,ALL,UNK,67871925
2022-W22,FR,,,,749,,1522,4412,11278,62,0,0,0,FRL,ALL,UNK,67871925
2022-W23,FR,53438508.0,0.0,0.0,4943,,10035,41405,161029,667,0,0,0,FR,ALL,COM,67871925
2022-W23,FR,53438508.0,0.0,0.0,23,,10,15,4,0,0,0,0,FR,ALL,JANSS,67871925
2022-W23,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.1,67871925
2022-W23,FR,53438508.0,,,0,,0,0,0,0,0,0,0,FR,ALL,UNK,67871925
2022-W23,FR,,,,1451,,3662,12486,30637,135,0,0,0,FR1,ALL,UNK,67871925
2022-W23,FR,,,,163,,291,1480,9335,23,0,0,0,FRD,ALL,UNK,67871925
2022-W23,FR,,,,169,,408,1992,10215,37,0,0,0,FRG,ALL,UNK,67871925
2022-W08,FR,184863.0,,,272,,537,1005,14,0,0,0,0,FRY3,ALL,UNK,67871925
2022-W08,FR,,,,4603,,22423,74610,4317,2,0,0,0,FR1,ALL,UNK,67871925
2022-W08,FR,,,,1760,,8603,31095,2718,2,0,0,0,FRI,ALL,UNK,67871925
2022-W08,FR,,,,2399,,10699,28239,1934,2,0,0,0,FRL,ALL,UNK,67871925
2022-W23,FR,,,,618,,1167,4181,14873,54,0,0,0,FRJ,ALL,UNK,67871925
2022-W23,FR,,,,14,,44,137,419,2,0,0,0,FRM,ALL,UNK,67871925
2022-W52,FR,53438508.0,0.0,0.0,2,,4,20,59,21,0,0,0,FR,ALL,MOD,67871925
2022-W52,FR,53438508.0,0.0,0.0,80,,69,76,49,20,0,0,0,FR,ALL,NVXD,67871925
2022-W52,FR,53438508.0,0.0,0.0,4,,3,32,186,47,0,0,0,FR,ALL,SGSK,67871925
2022-W52,FR,641065.0,,,28,,34,92,439,161,0,0,0,FRY4,ALL,UNK,67871925
2022-W52,FR,,,,57,,66,397,5365,3385,0,0,0,FRB,ALL,UNK,67871925
2022-W52,FR,,,,93,,173,1028,11650,6441,0,0,0,FRE,ALL,UNK,67871925
2022-W52,FR,,,,36,,84,531,7102,4067,0,0,0,FRH,ALL,UNK,67871925
2022-W52,FR,,,,123,,229,1169,14217,7276,0,0,0,FRK,ALL,UNK,67871925
2022-W24,FR,53438508.0,261600.0,0.0,422,,723,2467,9012,64,0,0,0,FR,ALL,MOD,67871925
2022-W24,FR,53438508.0,0.0,0.0,454,,432,86,35,0,0,0,0,FR,ALL,NVXD,67871925
2022-W24,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,SGSK,67871925
2022-W24,FR,320574.0,,,112,,144,269,230,2,0,0,0,FRY1,ALL,UNK,67871925
2022-W24,FR,641065.0,,,259,,360,1220,870,3,0,0,0,FRY4,ALL,UNK,67871925
2022-W24,FR,,,,181,,356,1678,10504,52,0,0,0,FRB,ALL,UNK,67871925
2022-W24,FR,,,,390,,877,4014,18354,104,0,0,0,FRE,ALL,UNK,67871925
2022-W24,FR,,,,170,,324,1778,12375,57,0,0,0,FRH,ALL,UNK,67871925
2022-W09,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.1,67871925
2022-W09,FR,53438508.0,,,0,,0,0,0,0,0,0,0,FR,ALL,UNK,67871925
2022-W27,FR,53438508.0,0.0,0.0,23,,6,8,5,1,0,0,0,FR,ALL,JANSS,67871925
2022-W27,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.1,67871925
2022-W27,FR,53438508.0,,,0,,0,0,0,0,0,0,0,FR,ALL,UNK,67871925
2022-W27,FR,,,,1681,,4822,21051,96876,1031,0,0,0,FR1,ALL,UNK,67871925
2022-W27,FR,,,,286,,422,2955,36343,304,0,0,0,FRD,ALL,UNK,67871925
2022-W27,FR,,,,253,,534,4056,40733,302,0,0,0,FRG,ALL,UNK,67871925
2022-W27,FR,,,,681,,1358,6834,61258,504,0,0,0,FRJ,ALL,UNK,67871925
2022-W27,FR,,,,31,,54,292,2360,34,0,0,0,FRM,ALL,UNK,67871925
2022-W37,FR,53438508.0,0.0,0.0,99,,179,445,2763,195,0,0,0,FR,ALL,MOD,67871925
2022-W37,FR,53438508.0,,,0,,0,0,0,1,0,0,0,FR,ALL,UNK,67871925
2022-W37,FR,320574.0,,,59,,56,85,55,0,0,0,0,FRY1,ALL,UNK,67871925
2022-W37,FR,641065.0,,,61,,111,228,289,11,0,0,0,FRY4,ALL,UNK,67871925
2022-W37,FR,,,,86,,115,591,6162,235,0,0,0,FRB,ALL,UNK,67871925
2022-W37,FR,,,,288,,409,1485,9284,307,0,0,0,FRJ,ALL,UNK,67871925
2022-W37,FR,,,,12,,25,67,169,11,0,0,0,FRM,ALL,UNK,67871925
2022-W09,FR,320574.0,,,133,,367,862,11,0,0,0,0,FRY1,ALL,UNK,67871925
2022-W09,FR,,,,840,,3522,12485,1923,2,0,0,0,FRG,ALL,UNK,67871925
2022-W09,FR,,,,1414,,5509,17173,1840,1,0,0,0,FRJ,ALL,UNK,67871925
2022-W09,FR,,,,63,,224,698,78,0,0,0,0,FRM,ALL,UNK,67871925
2022-W25,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,AZ,67871925
2022-W25,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,COMBA.4-5,67871925
2022-W25,FR,285354.0,,,79,,117,255,334,4,0,0,0,FRY2,ALL,UNK,67871925
2022-W25,FR,147670.0,,,112,,156,576,65,0,0,0,0,FRY5,ALL,UNK,67871925
2022-W25,FR,,,,197,,391,1769,10783,41,0,0,0,FRC,ALL,UNK,67871925
2022-W25,FR,,,,517,,1476,5949,27816,157,0,0,0,FRK,ALL,UNK,67871925
2022-W25,FR,,,,1898,,1377,3021,1563,18,0,0,0,UNK,ALL,UNK,67871925
2022-W32,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,MODBA.1,67871925
2022-W32,FR,53438508.0,,,0,,0,0,0,1,0,0,0,FR,ALL,UNK,67871925
2022-W32,FR,320574.0,,,64,,98,110,105,1,0,0,0,FRY1,ALL,UNK,67871925
2022-W38,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,SGSK,67871925
2022-W38,FR,285354.0,,,35,,40,50,58,1,0,0,0,FRY2,ALL,UNK,67871925
2022-W38,FR,,,,188,,292,1281,10784,478,0,0,0,FRE,ALL,UNK,67871925
2022-W38,FR,,,,86,,145,791,9372,332,0,0,0,FRH,ALL,UNK,67871925
2022-W38,FR,,,,237,,569,1766,13583,408,0,0,0,FRK,ALL,UNK,67871925
2022-W38,FR,,,,1003,,682,870,762,38,0,0,0,UNK,ALL,UNK,67871925
2022-W28,FR,53438508.0,0.0,0.0,317,,605,2815,20965,378,0,0,0,FR,ALL,MOD,67871925
2022-W28,FR,53438508.0,0.0,0.0,308,,275,79,100,0,0,0,0,FR,ALL,NVXD,67871925
2022-W28,FR,53438508.0,0.0,0.0,0,,0,0,0,0,0,0,0,FR,ALL,SGSK,67871925
2022-W28,FR,641065.0,,,183,,258,907,1308,14,0,0,0,FRY4,ALL,UNK,67871925
2022-W28,FR,,,,138,,304,2006,20353,247,0,0,0,FRB,ALL,UNK,67871925
2022-W28,FR,,,,406,,867,5248,44191,633,0,0,0,FRE,ALL,UNK,67871925
2022-W28,FR,,,,174,,246,2261,28464,320,0,0,0,FRH,ALL,UNK,67871925
2022-W28,FR,,,,501,,1415,7420,52579,493,0,0,0,FRK,ALL,UNK,67871925
2022-W32,FR,641065.0,,,104,,160,357,723,17,0,0,0,FRY4,ALL,UNK,67871925
2022-W32,FR,,,,65,,135,1040,11842,245,0,0,0,FRG,ALL,UNK,67871925
2022-W32,FR,,,,304,,501,1777,14094,268,0,0,0,FRJ,ALL,UNK,67871925
